body,body_id,building,trades,stage,stage_verified,dollar_amount,funding_source,scope_summary,evidence_quote,source_url,meeting_date,in_window
West Islip Union Free School District,NCES-3630690,,site_athletics,6_award,False,245500,unknown,Asphalt pavement reconstruction work,"bid for Asphalt Pavement Reconstruction. Bid was awarded to Laser Industries for $245,500",https://files.smartsites.parentsquare.com/6796/05marchmins.pdf,2005-03-01,False
West Islip Union Free School District,NCES-3630690,Udall and High School,general_construction,6_award,False,230000,unknown,General construction at Udall and High School.,"General Construction at Udall and High School to Stalco Construction, Inc. for $230,000",https://files.smartsites.parentsquare.com/6796/june06mins.pdf,2006-06-01,False
West Islip Union Free School District,NCES-3630690,Udall and High School,general_construction,6_award,False,230000,unknown,General construction contract awarded to Stalco Construction at Udall and High School.,"General Construction at Udall and High School to Stalco Construction, Inc. for $230,000",https://files.smartsites.parentsquare.com/6796/june06mins.pdf,2006-06-01,False
West Islip Union Free School District,NCES-3630690,,plumbing,6_award,False,212334,unknown,Plumbing work awarded to contractor.,"Plumbing – PC-1 awarded to Advanced Conservations Systems, Inc. for $212,334.00",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,plumbing,6_award,False,212334,unknown,Plumbing work awarded to contractor.,"Plumbing – PC-1 awarded to Advanced Conservations Systems, Inc. for $212,334.00.",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,District,general_construction,6_award,False,207035,unknown,General construction reconstruction work.,"Contract No. 1 General Construction to Stalco Construction, Inc. $207,035",https://files.smartsites.parentsquare.com/6796/june06mins.pdf,2006-06-01,False
West Islip Union Free School District,NCES-3630690,not specified,general_construction,6_award,False,207035,unknown,General construction work contracted to Stalco Construction.,"Contract No. 1 General Construction to Stalco Construction, Inc. $207,035",https://files.smartsites.parentsquare.com/6796/june06mins.pdf,2006-06-01,False
West Islip Union Free School District,NCES-3630690,Multiple,general_construction,6_award,False,207035,unknown,General construction contract awarded to Stalco Construction.,"Contract No. 1 General Construction to Stalco Construction, Inc. $207,035",https://files.smartsites.parentsquare.com/6796/june06mins.pdf,2006-06-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,6_award,False,206000,unknown,Mechanical work awarded to contractor.,"Mechanical – MC-1 awarded to Ultimate Power for $206,000.00",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,,hvac_mechanical,6_award,False,206000,unknown,Mechanical work awarded to contractor.,"Mechanical – MC-1 awarded to Ultimate Power for $206,000.00.",https://files.smartsites.parentsquare.com/6796/april_2010_school_board_minutes.pdf,2010-04-01,False
West Islip Union Free School District,NCES-3630690,districtwide,envelope_windows,6_award,False,170845,capital reserve,Replacement of exterior doors throughout the district.,"Bid was awarded to C & M Door Controls, Port Reading, New Jersey in the amount of $170,845.",https://files.smartsites.parentsquare.com/6796/jan04mins.pdf,2004-01-01,False
West Islip Union Free School District,NCES-3630690,districtwide,envelope_windows,6_award,False,170845,capital reserve,Replacement of exterior doors across all district buildings.,"Bid was awarded to C & M Door Controls, Port Reading, New Jersey in the amount of $170,845.",https://files.smartsites.parentsquare.com/6796/jan04mins.pdf,2004-01-01,False
West Islip Union Free School District,NCES-3630690,Library,interiors,6_award,False,167164,unknown,Library construction or renovation with change orders to two contractors.,"Library Change Orders, as recommended by Finance Committee: $152,000 to LouGene Inc.; $15,164 to Hirsch & Co. LLC.",https://files.smartsites.parentsquare.com/6796/nov03minutes.pdf,2003-11-01,False
West Islip Union Free School District,NCES-3630690,Library,interiors,6_award,False,167164,operating budget,Library change orders for construction or renovation work.,"Library Change Orders: $152,000 to LouGene Inc.; $15,164 to Hirsch & Co. LLC.",https://files.smartsites.parentsquare.com/6796/nov03minutes.pdf,2003-11-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,6_award,False,163636,unknown,Track and field reconstruction project awarded to contractor.,"award of Contract No. 2: Track and Field Reconstruction to Araz Industries, Base Bid-High School $163,636",https://files.smartsites.parentsquare.com/6796/nov04mins.pdf,2004-11-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,6_award,False,163636,unknown,Track and field reconstruction with turf donation from LandTek Group,award of Contract No. 2: Track and Field Reconstruction to Araz Industries,https://files.smartsites.parentsquare.com/6796/nov04mins.pdf,2004-11-01,False
West Islip Union Free School District,NCES-3630690,High School,site_athletics,6_award,False,163636,bond,Track and field reconstruction at high school,"award of Contract No. 2: Track and Field Reconstruction to Araz Industries, Base Bid-High School $163,636",https://files.smartsites.parentsquare.com/6796/nov04mins.pdf,2004-11-01,False
West Islip Union Free School District,NCES-3630690,West Islip High School,"plumbing, interiors",6_award,False,128000,unknown,Cafeteria toilet renovation and replacement.,"bid award - General Construction: West Islip High School Cafeteria Toilets – Pella General Construction Corp. - $128,000",https://files.smartsites.parentsquare.com/6796/march_2012_school_board_minutes.pdf,2012-03-01,False
West Islip Union Free School District,NCES-3630690,West Islip High School,plumbing,6_award,False,128000,unknown,Cafeteria toilets renovation project.,"bid award - General Construction: West Islip High School Cafeteria Toilets – Pella General Construction Corp. - $128,000",https://files.smartsites.parentsquare.com/6796/march_2012_school_board_minutes.pdf,2012-03-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,6_award,False,110700.5,bond,Work performed at High School under bond issue.,"bond issue change order, as approved by Finance Committee: Stalco Construction $110,700.50 for work performed at High School.",https://files.smartsites.parentsquare.com/6796/dec03minutes.pdf,2003-12-01,False
West Islip Union Free School District,NCES-3630690,High School,general_construction,6_award,False,110700.5,bond,Bond issue construction work performed at High School.,"bond issue change order, as approved by Finance Committee: Stalco Construction $110,700.50 for work performed at High School.",https://files.smartsites.parentsquare.com/6796/dec03minutes.pdf,2003-12-01,False
West Islip Union Free School District,NCES-3630690,,interiors,6_award,False,90000,unknown,FRP doors settlement and credit change order with construction contractor.,"credit change order for $90,000 with Quad Construction (PAV-LAK) for FRP Doors",https://files.smartsites.parentsquare.com/6796/june03mins.pdf,2004-06-01,False
West Islip Union Free School District,NCES-3630690,,interiors,6_award,False,90000,unknown,FRP doors settlement and credit change order with Quad Construction.,"credit change order for $90,000 with Quad Construction (PAV-LAK) for FRP Doors",https://files.smartsites.parentsquare.com/6796/june03mins.pdf,2004-06-01,False
West Islip Union Free School District,NCES-3630690,,maintenance_services,6_award,False,89693.35,operating budget,Refuse removal service contract awarded.,"Bid was awarded to Island Waste Services, $89,693.35",https://files.smartsites.parentsquare.com/6796/may04mins.pdf,2004-05-01,False
West Islip Union Free School District,NCES-3630690,,maintenance_services,6_award,False,89693.35,operating budget,Refuse removal service contract.,"approve bid for refuse removal. Bid was awarded to Island Waste Services, $89,693.35",https://files.smartsites.parentsquare.com/6796/may04mins.pdf,2004-05-01,False
West Islip Union Free School District,NCES-3630690,District,"interiors, abatement",6_award,False,75060,unknown,Flooring replacement and asbestos removal.,"Flooring Replacement and Asbestos Removal awarded to Country Carpet Distributors $75,060",https://files.smartsites.parentsquare.com/6796/june06mins.pdf,2006-06-01,False
West Islip Union Free School District,NCES-3630690,Multiple,"interiors, abatement",6_award,False,75060,unknown,Flooring replacement and asbestos removal contract awarded.,"Flooring Replacement and Asbestos Removal. Bid was awarded to Country Carpet Distributors, Inc. $75,060",https://files.smartsites.parentsquare.com/6796/june06mins.pdf,2006-06-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,6_award,False,72835,bond,Bond issue change order allowance authorization for construction work.,"approve the following bond issue change order: allowance authorization for Watral Brothers - $72,835",https://files.smartsites.parentsquare.com/6796/august_2010_school_board_minutes.pdf,2010-08-01,False
West Islip Union Free School District,NCES-3630690,,general_construction,6_award,False,72835,bond,Bond issue work with allowance authorization for contractor.,"bond issue change order: allowance authorization for Watral Brothers - $72,835",https://files.smartsites.parentsquare.com/6796/august_2010_school_board_minutes.pdf,2010-08-01,False
West Islip Union Free School District,NCES-3630690,"Oquenock School, Westbrook",abatement,6_award,False,65340,operating_budget,Asbestos abatement work at multiple school buildings.,"Bid for Asbestos Abatement. Bid was awarded to JBH Environmental, Inc. in the following amounts: Oquenock School $51,369; Westbrook $13,971; total at all schools $65,340.",https://files.smartsites.parentsquare.com/6796/july05minutes.pdf,2005-07-01,False
